aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
SCC,8,40,5,2,"['Late Aircraft (366 min)', 'NAS (59 min)', 'Carrier (38 min)']"
SCC,9,42,1,0,"['Late Aircraft (29 min)', 'Carrier (0 min)', 'Weather (0 min)']"
SCC,10,33,4,2,"['Late Aircraft (610 min)', 'NAS (44 min)', 'Carrier (20 min)']"
SCC,11,42,2,0,"['Late Aircraft (51 min)', 'Carrier (41 min)', 'Weather (0 min)']"
SCC,12,37,2,1,"['Late Aircraft (147 min)', 'NAS (26 min)', 'Weather (2 min)']"
SCE,1,14,3,0,"['Carrier (81 min)', 'NAS (6 min)', 'Weather (0 min)']"
SCE,2,23,3,1,"['Carrier (209 min)', 'Weather (30 min)', 'NAS (22 min)']"
SCE,3,56,2,2,"['Weather (141 min)', 'Carrier (73 min)', 'NAS (59 min)']"
SCE,4,45,7,6,"['Carrier (720 min)', 'Late Aircraft (242 min)', 'NAS (10 min)']"
SCE,5,58,11,12,"['Late Aircraft (775 min)', 'Weather (483 min)', 'NAS (304 min)']"
SCE,6,59,9,12,"['Late Aircraft (741 min)', 'Carrier (720 min)', 'Weather (336 min)']"
SCE,7,26,2,2,"['NAS (244 min)', 'Carrier (81 min)', 'Weather (57 min)']"
SCE,8,34,5,3,"['Late Aircraft (230 min)', 'Weather (98 min)', 'NAS (77 min)']"
SCE,9,27,0,2,"['Late Aircraft (319 min)', 'Carrier (62 min)', 'NAS (2 min)']"
SCE,10,48,5,4,"['Carrier (725 min)', 'Late Aircraft (249 min)', 'NAS (92 min)']"
SCE,11,29,5,7,"['Carrier (703 min)', 'Late Aircraft (614 min)', 'NAS (28 min)']"
SCE,12,10,5,3,"['NAS (169 min)', 'Late Aircraft (154 min)', 'Carrier (109 min)']"
SCK,1,26,8,5,"['Late Aircraft (700 min)', 'NAS (142 min)', 'Security (32 min)']"
SCK,2,32,1,5,"['Late Aircraft (596 min)', 'NAS (318 min)', 'Carrier (165 min)']"
SCK,3,35,9,5,"['NAS (691 min)', 'Late Aircraft (357 min)', 'Carrier (80 min)']"
SCK,4,28,6,2,"['Late Aircraft (241 min)', 'NAS (104 min)', 'Carrier (70 min)']"
SCK,5,34,5,2,"['Late Aircraft (263 min)', 'NAS (223 min)', 'Weather (13 min)']"
SCK,6,25,17,2,"['Late Aircraft (303 min)', 'NAS (174 min)', 'Carrier (168 min)']"
SCK,7,30,12,6,"['Carrier (2726 min)', 'Late Aircraft (277 min)', 'NAS (121 min)']"
SCK,8,26,8,6,"['Late Aircraft (1140 min)', 'NAS (235 min)', 'Carrier (121 min)']"
SCK,9,22,10,6,"['Carrier (789 min)', 'Late Aircraft (587 min)', 'NAS (117 min)']"
SCK,10,29,11,5,"['Carrier (308 min)', 'Late Aircraft (300 min)', 'NAS (141 min)']"
SCK,11,22,17,0,"['Late Aircraft (238 min)', 'Carrier (136 min)', 'NAS (99 min)']"
SCK,12,24,17,12,"['Late Aircraft (776 min)', 'Weather (410 min)', 'Carrier (353 min)']"
SDF,1,1281,193,144,"['Carrier (15139 min)', 'Late Aircraft (8981 min)', 'NAS (7588 min)']"
SDF,2,1406,128,51,"['NAS (4878 min)', 'Late Aircraft (3693 min)', 'Carrier (3526 min)']"
SDF,3,1626,212,104,"['Late Aircraft (9313 min)', 'Carrier (7460 min)', 'NAS (5575 min)']"
SDF,4,1699,196,99,"['Carrier (7742 min)', 'Late Aircraft (6977 min)', 'NAS (4783 min)']"
SDF,5,1726,323,196,"['Late Aircraft (18047 min)', 'Carrier (11424 min)', 'NAS (9497 min)']"
SDF,6,1724,239,141,"['Carrier (10819 min)', 'Late Aircraft (9021 min)', 'NAS (7201 min)']"
SDF,7,1579,303,224,"['Late Aircraft (18906 min)', 'Carrier (18563 min)', 'NAS (8294 min)']"
SDF,8,1640,207,140,"['Carrier (12225 min)', 'Late Aircraft (10784 min)', 'NAS (5595 min)']"
SDF,9,1733,171,92,"['Carrier (8084 min)', 'Late Aircraft (6365 min)', 'NAS (3930 min)']"
SDF,10,1918,139,64,"['Carrier (6068 min)', 'Late Aircraft (5180 min)', 'NAS (2530 min)']"
SDF,11,1644,136,69,"['Carrier (7844 min)', 'Late Aircraft (5514 min)', 'NAS (3671 min)']"
SDF,12,1448,195,102,"['Late Aircraft (9380 min)', 'Carrier (6263 min)', 'NAS (4183 min)']"
SEA,1,7681,1837,969,"['Carrier (73230 min)', 'Late Aircraft (60168 min)', 'Weather (23385 min)']"
SEA,2,9188,1115,385,"['Carrier (37005 min)', 'NAS (29225 min)', 'Late Aircraft (20060 min)']"
SEA,3,9844,1813,610,"['Carrier (54658 min)', 'Late Aircraft (38729 min)', 'NAS (37251 min)']"
SEA,4,10142,1826,602,"['Carrier (53629 min)', 'NAS (35650 min)', 'Late Aircraft (35645 min)']"
SEA,5,10746,2511,772,"['Carrier (68482 min)', 'Late Aircraft (52624 min)', 'NAS (42170 min)']"
SEA,6,10638,3162,890,"['Carrier (86933 min)', 'Late Aircraft (70078 min)', 'NAS (35508 min)']"
SEA,7,11777,3028,939,"['Carrier (100439 min)', 'Late Aircraft (74173 min)', 'NAS (40717 min)']"
SEA,8,11799,2892,985,"['Carrier (78855 min)', 'Late Aircraft (77477 min)', 'NAS (50621 min)']"
SEA,9,11837,2162,586,"['Carrier (63325 min)', 'Late Aircraft (39211 min)', 'NAS (34498 min)']"
SEA,10,11329,1528,420,"['Carrier (49119 min)', 'Late Aircraft (24377 min)', 'NAS (24063 min)']"
SEA,11,10165,1303,365,"['Carrier (36459 min)', 'NAS (26618 min)', 'Late Aircraft (19120 min)']"
SEA,12,9476,1894,661,"['Carrier (57535 min)', 'Late Aircraft (33097 min)', 'NAS (30635 min)']"
SFB,1,525,90,49,"['Late Aircraft (4474 min)', 'Carrier (3285 min)', 'NAS (1042 min)']"
SFB,2,598,102,30,"['Carrier (3550 min)', 'Late Aircraft (2522 min)', 'NAS (1808 min)']"
SFB,3,661,146,72,"['Late Aircraft (6578 min)', 'Carrier (5536 min)', 'NAS (2169 min)']"
SFB,4,616,68,42,"['Late Aircraft (4189 min)', 'Carrier (2836 min)', 'NAS (2345 min)']"
SFB,5,595,104,60,"['Late Aircraft (5490 min)', 'NAS (2436 min)', 'Carrier (2404 min)']"
SFB,6,667,169,104,"['Carrier (9344 min)', 'Late Aircraft (6834 min)', 'NAS (2490 min)']"
SFB,7,694,168,110,"['Carrier (9600 min)', 'Late Aircraft (6215 min)', 'Weather (2646 min)']"
SFB,8,487,100,77,"['Carrier (4815 min)', 'Late Aircraft (4728 min)', 'Weather (4523 min)']"
SFB,9,393,61,36,"['Carrier (2709 min)', 'Weather (1703 min)', 'Late Aircraft (1301 min)']"
SFB,10,542,78,49,"['Carrier (4891 min)', 'Weather (2489 min)', 'Late Aircraft (1894 min)']"
SFB,11,536,105,30,"['Carrier (2978 min)', 'Late Aircraft (2238 min)', 'NAS (1271 min)']"
SFB,12,584,204,112,"['Carrier (8635 min)', 'Late Aircraft (7878 min)', 'Weather (3021 min)']"
SFO,1,7145,1355,728,"['Late Aircraft (64288 min)', 'Carrier (49578 min)', 'NAS (20062 min)']"
SFO,2,6404,1626,968,"['Late Aircraft (92508 min)', 'Carrier (48685 min)', 'NAS (32103 min)']"
SFO,3,7362,2103,1064,"['Late Aircraft (101131 min)', 'Carrier (50166 min)', 'NAS (45007 min)']"
SFO,4,6893,1956,1107,"['Late Aircraft (99066 min)', 'Carrier (44057 min)', 'NAS (39265 min)']"
SFO,5,7264,2086,981,"['Late Aircraft (90065 min)', 'Carrier (46740 min)', 'NAS (27505 min)']"
SFO,6,7084,1680,929,"['Late Aircraft (80746 min)', 'Carrier (46470 min)', 'NAS (30360 min)']"
SFO,7,8605,1719,1004,"['Late Aircraft (83495 min)', 'Carrier (74839 min)', 'NAS (30319 min)']"
SFO,8,9042,1707,818,"['Late Aircraft (65579 min)', 'Carrier (56786 min)', 'NAS (31570 min)']"
SFO,9,9580,1392,552,"['Late Aircraft (52347 min)', 'Carrier (42232 min)', 'NAS (24706 min)']"
SFO,10,10170,1401,620,"['Late Aircraft (50486 min)', 'Carrier (47350 min)', 'NAS (20929 min)']"
SFO,11,8901,1583,994,"['Late Aircraft (88492 min)', 'Carrier (52844 min)', 'NAS (28928 min)']"
SFO,12,8877,1736,966,"['Late Aircraft (74874 min)', 'Carrier (53267 min)', 'NAS (33732 min)']"
SGF,1,384,84,77,"['Weather (8456 min)', 'Late Aircraft (5581 min)', 'NAS (4462 min)']"
SGF,2,442,52,21,"['Carrier (1218 min)', 'Late Aircraft (899 min)', 'NAS (856 min)']"
SGF,3,490,60,47,"['Late Aircraft (4245 min)', 'Carrier (2469 min)', 'NAS (1278 min)']"
SGF,4,520,75,52,"['Carrier (4037 min)', 'Late Aircraft (3996 min)', 'NAS (1719 min)']"
SGF,5,497,118,97,"['Late Aircraft (7636 min)', 'Carrier (6036 min)', 'Weather (3346 min)']"
SGF,6,639,147,88,"['Carrier (7347 min)', 'Late Aircraft (6999 min)', 'NAS (2163 min)']"
SGF,7,622,138,105,"['Late Aircraft (9211 min)', 'Carrier (8086 min)', 'NAS (3126 min)']"
SGF,8,703,124,78,"['Late Aircraft (7118 min)', 'Carrier (6986 min)', 'NAS (2975 min)']"
SGF,9,737,100,56,"['Carrier (5024 min)', 'Late Aircraft (4456 min)', 'NAS (1697 min)']"
SGF,10,758,88,40,"['Carrier (5963 min)', 'Late Aircraft (3567 min)', 'NAS (912 min)']"
SGF,11,635,77,48,"['Carrier (3215 min)', 'Late Aircraft (3145 min)', 'Weather (2737 min)']"
SGF,12,592,138,76,"['Late Aircraft (9063 min)', 'Carrier (4543 min)', 'Weather (2519 min)']"
SGU,1,181,18,6,"['Carrier (1082 min)', 'Weather (221 min)', 'Late Aircraft (218 min)']"
SGU,2,169,16,8,"['Carrier (1349 min)', 'Late Aircraft (604 min)', 'NAS (217 min)']"
SGU,3,206,7,5,"['Weather (458 min)', 'Carrier (385 min)', 'NAS (53 min)']"
SGU,4,230,14,9,"['Carrier (2383 min)', 'Weather (935 min)', 'NAS (224 min)']"
SGU,5,204,11,10,"['Carrier (1381 min)', 'Weather (395 min)', 'NAS (275 min)']"
SGU,6,173,13,13,"['Carrier (1628 min)', 'Weather (378 min)', 'Late Aircraft (328 min)']"
SGU,7,190,22,14,"['Weather (1407 min)', 'Carrier (1023 min)', 'NAS (192 min)']"
SGU,8,190,17,17,"['Carrier (4608 min)', 'Late Aircraft (1499 min)', 'Weather (565 min)']"
SGU,9,241,6,5,"['Carrier (628 min)', 'Late Aircraft (281 min)', 'NAS (172 min)']"
SGU,10,284,26,13,"['Carrier (2222 min)', 'NAS (230 min)', 'Weather (146 min)']"
SGU,11,234,17,24,"['Carrier (1821 min)', 'Late Aircraft (1248 min)', 'Weather (651 min)']"
SGU,12,258,16,16,"['Carrier (2780 min)', 'Late Aircraft (877 min)', 'NAS (100 min)']"
SHR,1,36,3,6,"['Carrier (591 min)', 'Late Aircraft (248 min)', 'Weather (160 min)']"
SHR,2,35,2,2,"['Weather (133 min)', 'NAS (129 min)', 'Carrier (127 min)']"
SHR,3,41,1,1,"['Late Aircraft (112 min)', 'NAS (73 min)', 'Weather (4 min)']"
SHR,4,59,0,1,"['Carrier (572 min)', 'NAS (9 min)', 'Weather (0 min)']"
SHR,5,55,4,2,"['Late Aircraft (380 min)', 'Carrier (148 min)', 'NAS (1 min)']"
SHR,6,54,3,3,"['Carrier (802 min)', 'NAS (13 min)', 'Late Aircraft (10 min)']"
SHR,7,53,4,5,"['Carrier (746 min)', 'Late Aircraft (148 min)', 'NAS (26 min)']"
SHR,8,56,2,3,"['Late Aircraft (505 min)', 'Carrier (304 min)', 'NAS (150 min)']"
SHR,9,55,2,3,"['Carrier (829 min)', 'NAS (17 min)', 'Weather (0 min)']"
SHR,10,57,2,3,"['Late Aircraft (762 min)', 'Carrier (112 min)', 'NAS (48 min)']"
SHR,11,49,2,2,"['Carrier (457 min)', 'NAS (12 min)', 'Weather (0 min)']"
SHR,12,54,2,1,"['Carrier (308 min)', 'NAS (25 min)', 'Late Aircraft (17 min)']"
SHV,1,226,26,25,"['Late Aircraft (2815 min)', 'Carrier (1854 min)', 'Weather (1290 min)']"
SHV,2,253,21,10,"['Late Aircraft (1111 min)', 'Carrier (521 min)', 'NAS (466 min)']"
SHV,3,273,32,18,"['Late Aircraft (1682 min)', 'Weather (923 min)', 'NAS (513 min)']"
SHV,4,262,29,24,"['Late Aircraft (2606 min)', 'Weather (1407 min)', 'Carrier (885 min)']"
SHV,5,242,49,44,"['Late Aircraft (4751 min)', 'Weather (1830 min)', 'Carrier (1427 min)']"
SHV,6,307,52,35,"['Late Aircraft (3088 min)', 'Carrier (2136 min)', 'Weather (1125 min)']"
SHV,7,266,71,52,"['Carrier (5540 min)', 'Late Aircraft (5404 min)', 'NAS (1122 min)']"
SHV,8,341,34,25,"['Late Aircraft (2234 min)', 'Carrier (2034 min)', 'NAS (437 min)']"
SHV,9,330,31,24,"['Carrier (2367 min)', 'Late Aircraft (1252 min)', 'NAS (556 min)']"
SHV,10,367,39,8,"['Carrier (824 min)', 'Late Aircraft (703 min)', 'NAS (263 min)']"
SHV,11,376,25,12,"['Carrier (1452 min)', 'NAS (984 min)', 'Late Aircraft (461 min)']"
SHV,12,347,55,39,"['Carrier (4171 min)', 'Late Aircraft (2517 min)', 'NAS (1308 min)']"
SIT,1,62,15,4,"['Late Aircraft (578 min)', 'Carrier (532 min)', 'NAS (161 min)']"
SIT,2,76,6,4,"['Carrier (287 min)', 'Late Aircraft (229 min)', 'NAS (42 min)']"
SIT,3,81,8,1,"['Late Aircraft (292 min)', 'NAS (81 min)', 'Weather (38 min)']"
SIT,4,81,6,2,"['Carrier (238 min)', 'Late Aircraft (137 min)', 'NAS (95 min)']"
SIT,5,107,12,3,"['Carrier (319 min)', 'Late Aircraft (245 min)', 'NAS (72 min)']"
SIT,6,143,13,11,"['Carrier (1729 min)', 'Late Aircraft (465 min)', 'Weather (387 min)']"
SIT,7,153,18,8,"['Carrier (1848 min)', 'Late Aircraft (882 min)', 'NAS (236 min)']"
SIT,8,129,20,14,"['Weather (1126 min)', 'Carrier (986 min)', 'Late Aircraft (754 min)']"
SIT,9,111,12,3,"['Late Aircraft (496 min)', 'Carrier (152 min)', 'NAS (95 min)']"
SIT,10,79,8,3,"['Late Aircraft (433 min)', 'Weather (154 min)', 'NAS (26 min)']"
SIT,11,77,9,1,"['Late Aircraft (286 min)', 'NAS (155 min)', 'Carrier (67 min)']"
SIT,12,79,5,4,"['Late Aircraft (576 min)', 'NAS (186 min)', 'Weather (70 min)']"
SJC,1,3100,445,155,"['Late Aircraft (12921 min)', 'Carrier (11435 min)', 'NAS (5601 min)']"
SJC,2,2955,357,124,"['Late Aircraft (10104 min)', 'Carrier (8754 min)', 'NAS (5306 min)']"
SJC,3,3294,404,168,"['Late Aircraft (12768 min)', 'Carrier (10937 min)', 'NAS (6712 min)']"
SJC,4,3345,389,138,"['Late Aircraft (12021 min)', 'Carrier (11078 min)', 'NAS (4137 min)']"
SJC,5,3429,501,189,"['Late Aircraft (19311 min)', 'Carrier (8504 min)', 'NAS (6355 min)']"
SJC,6,3459,628,251,"['Late Aircraft (22017 min)', 'Carrier (14803 min)', 'NAS (8610 min)']"
SJC,7,3614,536,291,"['Late Aircraft (24040 min)', 'Carrier (17774 min)', 'NAS (10427 min)']"
SJC,8,3899,489,169,"['Late Aircraft (15668 min)', 'Carrier (11674 min)', 'NAS (8191 min)']"
SJC,9,3790,453,153,"['Late Aircraft (13215 min)', 'NAS (9660 min)', 'Carrier (8496 min)']"
SJC,10,3793,487,219,"['Late Aircraft (16471 min)', 'Carrier (12571 min)', 'NAS (11505 min)']"
SJC,11,3584,399,144,"['Late Aircraft (10112 min)', 'Carrier (8690 min)', 'NAS (5358 min)']"
SJC,12,3321,502,232,"['Late Aircraft (18904 min)', 'Carrier (12868 min)', 'NAS (8799 min)']"
SJT,1,66,18,7,"['Weather (2743 min)', 'Late Aircraft (360 min)', 'NAS (146 min)']"
SJT,2,79,3,5,"['Late Aircraft (291 min)', 'Carrier (228 min)', 'NAS (148 min)']"
SJT,3,81,7,4,"['Late Aircraft (424 min)', 'NAS (87 min)', 'Carrier (13 min)']"
SJT,4,71,8,9,"['Late Aircraft (1019 min)', 'Carrier (182 min)', 'Weather (88 min)']"
SJT,5,64,8,14,"['Carrier (2052 min)', 'Late Aircraft (735 min)', 'Weather (510 min)']"
SJT,6,68,13,6,"['Carrier (493 min)', 'Weather (423 min)', 'Late Aircraft (279 min)']"
SJT,7,73,8,11,"['Carrier (965 min)', 'Late Aircraft (564 min)', 'NAS (237 min)']"
SJT,8,81,4,6,"['Carrier (506 min)', 'Late Aircraft (342 min)', 'NAS (104 min)']"
SJT,9,75,9,5,"['Carrier (999 min)', 'Late Aircraft (375 min)', 'NAS (164 min)']"
SJT,10,82,8,2,"['NAS (241 min)', 'Late Aircraft (171 min)', 'Carrier (160 min)']"
SJT,11,71,7,8,"['Carrier (486 min)', 'Weather (455 min)', 'Late Aircraft (338 min)']"
SJT,12,66,9,6,"['Carrier (364 min)', 'Weather (295 min)', 'NAS (118 min)']"
SJU,1,2082,515,313,"['Late Aircraft (30806 min)', 'Carrier (26974 min)', 'NAS (10824 min)']"
SJU,2,1930,360,215,"['Late Aircraft (21600 min)', 'Carrier (20115 min)', 'NAS (8740 min)']"
SJU,3,2092,517,329,"['Late Aircraft (35504 min)', 'Carrier (29252 min)', 'NAS (16207 min)']"
SJU,4,2274,338,203,"['Late Aircraft (21414 min)', 'Carrier (13777 min)', 'NAS (6685 min)']"
SJU,5,2194,459,282,"['Late Aircraft (30496 min)', 'Carrier (24545 min)', 'NAS (12155 min)']"
SJU,6,2317,592,347,"['Late Aircraft (32896 min)', 'Carrier (32173 min)', 'NAS (15235 min)']"
SJU,7,2389,621,410,"['Late Aircraft (41337 min)', 'Carrier (34011 min)', 'NAS (10398 min)']"
SJU,8,1870,531,412,"['Late Aircraft (36610 min)', 'Carrier (28424 min)', 'NAS (13010 min)']"
SJU,9,1622,193,128,"['Carrier (10788 min)', 'Late Aircraft (9505 min)', 'NAS (3178 min)']"
SJU,10,1816,260,111,"['Late Aircraft (9835 min)', 'Carrier (9378 min)', 'NAS (3678 min)']"
SJU,11,2150,350,163,"['Carrier (15140 min)', 'Late Aircraft (14740 min)', 'NAS (4344 min)']"
SJU,12,2515,592,285,"['Late Aircraft (32298 min)', 'Carrier (20204 min)', 'NAS (9481 min)']"
SLC,1,7149,1248,665,"['Carrier (64276 min)', 'Late Aircraft (34281 min)', 'Weather (28598 min)']"
SLC,2,7074,859,350,"['Carrier (32497 min)', 'NAS (18692 min)', 'Late Aircraft (14691 min)']"
SLC,3,7830,1066,517,"['Carrier (44389 min)', 'Late Aircraft (35080 min)', 'NAS (26298 min)']"
SLC,4,7764,924,469,"['Carrier (45955 min)', 'Late Aircraft (24423 min)', 'NAS (17339 min)']"
SLC,5,7791,1142,557,"['Carrier (48742 min)', 'Late Aircraft (31697 min)', 'NAS (24044 min)']"
SLC,6,7517,1320,648,"['Carrier (70654 min)', 'Late Aircraft (37450 min)', 'NAS (17415 min)']"
SLC,7,7282,1347,906,"['Carrier (102171 min)', 'Late Aircraft (48102 min)', 'NAS (17898 min)']"
SLC,8,7741,1233,671,"['Carrier (71722 min)', 'Late Aircraft (39459 min)', 'NAS (21176 min)']"
SLC,9,7982,820,369,"['Carrier (40106 min)', 'Late Aircraft (17590 min)', 'NAS (10557 min)']"
SLC,10,8297,723,290,"['Carrier (37048 min)', 'Late Aircraft (13981 min)', 'NAS (10096 min)']"
SLC,11,7467,656,332,"['Carrier (35821 min)', 'NAS (16610 min)', 'Late Aircraft (16061 min)']"
SLC,12,7390,1093,535,"['Carrier (48209 min)', 'Late Aircraft (28181 min)', 'NAS (19274 min)']"
SLN,1,38,6,6,"['Late Aircraft (615 min)', 'Weather (269 min)', 'NAS (129 min)']"
SLN,2,47,4,2,"['Carrier (121 min)', 'Late Aircraft (54 min)', 'Weather (48 min)']"
SLN,3,52,3,5,"['Carrier (527 min)', 'Late Aircraft (254 min)', 'NAS (113 min)']"
SLN,4,46,4,7,"['Late Aircraft (699 min)', 'Carrier (670 min)', 'NAS (14 min)']"
SLN,5,38,5,15,"['Late Aircraft (1385 min)', 'Carrier (936 min)', 'NAS (261 min)']"
SLN,6,43,4,4,"['Late Aircraft (240 min)', 'Weather (192 min)', 'NAS (153 min)']"
SLN,7,43,4,6,"['Late Aircraft (504 min)', 'Carrier (258 min)', 'Weather (215 min)']"
SLN,8,47,7,6,"['Late Aircraft (760 min)', 'NAS (373 min)', 'Carrier (106 min)']"
SLN,9,49,3,7,"['Carrier (1263 min)', 'Late Aircraft (335 min)', 'Weather (213 min)']"
SLN,10,58,1,2,"['Carrier (321 min)', 'NAS (5 min)', 'Weather (0 min)']"
SLN,11,48,6,4,"['Carrier (729 min)', 'Late Aircraft (123 min)', 'NAS (96 min)']"
SLN,12,54,4,3,"['Carrier (468 min)', 'Late Aircraft (175 min)', 'NAS (36 min)']"
SMF,1,3383,475,203,"['Late Aircraft (18986 min)', 'Carrier (11357 min)', 'NAS (5783 min)']"
SMF,2,3121,371,143,"['Late Aircraft (11901 min)', 'Carrier (11695 min)', 'NAS (6265 min)']"
SMF,3,3510,473,202,"['Late Aircraft (19598 min)', 'Carrier (13610 min)', 'NAS (8505 min)']"
SMF,4,3586,538,215,"['Late Aircraft (18428 min)', 'Carrier (14723 min)', 'NAS (5700 min)']"
SMF,5,3650,651,273,"['Late Aircraft (26051 min)', 'Carrier (18911 min)', 'NAS (8511 min)']"
SMF,6,3643,767,289,"['Late Aircraft (29893 min)', 'Carrier (17924 min)', 'NAS (8074 min)']"
SMF,7,3826,747,351,"['Carrier (33744 min)', 'Late Aircraft (33243 min)', 'NAS (10151 min)']"
SMF,8,4120,580,277,"['Late Aircraft (25891 min)', 'Carrier (17580 min)', 'NAS (8177 min)']"
SMF,9,4130,498,192,"['Late Aircraft (15792 min)', 'Carrier (14485 min)', 'NAS (7837 min)']"
SMF,10,4228,522,199,"['Late Aircraft (17429 min)', 'Carrier (12463 min)', 'NAS (9328 min)']"
SMF,11,3874,512,165,"['Late Aircraft (14221 min)', 'Carrier (13723 min)', 'NAS (5644 min)']"
SMF,12,3428,683,303,"['Late Aircraft (24338 min)', 'Carrier (20392 min)', 'NAS (8907 min)']"
SMX,1,6,0,3,"['Carrier (354 min)', 'Late Aircraft (246 min)', 'Weather (0 min)']"
SMX,2,7,0,2,"['Late Aircraft (359 min)', 'NAS (36 min)', 'Carrier (2 min)']"
SMX,3,7,1,1,"['Late Aircraft (204 min)', 'NAS (80 min)', 'Weather (2 min)']"
SMX,4,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SMX,5,8,0,1,"['Late Aircraft (69 min)', 'NAS (16 min)', 'Carrier (0 min)']"
SMX,6,6,2,1,"['Late Aircraft (78 min)', 'NAS (14 min)', 'Carrier (6 min)']"
SMX,7,5,1,2,"['Carrier (239 min)', 'Late Aircraft (114 min)', 'NAS (15 min)']"
SMX,8,6,1,2,"['Late Aircraft (164 min)', 'Carrier (18 min)', 'NAS (14 min)']"
SMX,9,3,2,4,"['Late Aircraft (285 min)', 'Weather (213 min)', 'Carrier (24 min)']"
SMX,10,5,1,3,"['Late Aircraft (1222 min)', 'Carrier (236 min)', 'NAS (103 min)']"
SMX,11,5,1,3,"['Carrier (229 min)', 'NAS (116 min)', 'Late Aircraft (63 min)']"
SMX,12,7,2,0,"['Late Aircraft (48 min)', 'Carrier (7 min)', 'Weather (0 min)']"
SNA,1,2858,442,194,"['Late Aircraft (19684 min)', 'Carrier (14648 min)', 'NAS (8541 min)']"
SNA,2,2549,437,192,"['NAS (14056 min)', 'Late Aircraft (13197 min)', 'Carrier (11004 min)']"
SNA,3,2872,556,241,"['Late Aircraft (19096 min)', 'NAS (18293 min)', 'Carrier (11488 min)']"
SNA,4,2731,493,215,"['Late Aircraft (18922 min)', 'NAS (13348 min)', 'Carrier (11456 min)']"
SNA,5,2772,501,264,"['Late Aircraft (23708 min)', 'Carrier (21435 min)', 'NAS (11942 min)']"
SNA,6,2682,495,240,"['Late Aircraft (21214 min)', 'Carrier (13497 min)', 'NAS (9515 min)']"
SNA,7,2786,468,276,"['Late Aircraft (30104 min)', 'Carrier (22324 min)', 'NAS (9063 min)']"
SNA,8,3047,396,204,"['Late Aircraft (18560 min)', 'Carrier (12296 min)', 'NAS (9117 min)']"
SNA,9,2924,338,155,"['Late Aircraft (16153 min)', 'Carrier (10308 min)', 'NAS (5707 min)']"
SNA,10,3064,374,150,"['Late Aircraft (15326 min)', 'Carrier (10907 min)', 'NAS (5703 min)']"
SNA,11,2889,354,145,"['Carrier (12640 min)', 'Late Aircraft (11153 min)', 'NAS (9043 min)']"
SNA,12,2817,423,284,"['Late Aircraft (30052 min)', 'Carrier (17697 min)', 'NAS (9750 min)']"
SPI,1,5,5,2,"['Carrier (119 min)', 'NAS (104 min)', 'Late Aircraft (98 min)']"
SPI,2,5,3,1,"['Carrier (57 min)', 'NAS (30 min)', 'Late Aircraft (15 min)']"
SPI,3,6,6,1,"['Carrier (348 min)', 'NAS (128 min)', 'Late Aircraft (128 min)']"
SPI,4,7,1,2,"['Carrier (335 min)', 'Late Aircraft (65 min)', 'Weather (0 min)']"
SPI,5,6,2,1,"['NAS (137 min)', 'Carrier (4 min)', 'Weather (0 min)']"
SPI,6,5,1,2,"['Late Aircraft (295 min)', 'Carrier (50 min)', 'NAS (17 min)']"
SPI,7,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPI,8,3,1,0,"['NAS (125 min)', 'Late Aircraft (17 min)', 'Carrier (0 min)']"
SPI,10,5,2,1,"['NAS (155 min)', 'Late Aircraft (107 min)', 'Carrier (24 min)']"
SPI,11,6,2,0,"['Carrier (28 min)', 'Weather (24 min)', 'Late Aircraft (7 min)']"
SPI,12,9,4,2,"['Late Aircraft (111 min)', 'Carrier (44 min)', 'NAS (34 min)']"
SPN,1,26,1,0,"['Carrier (28 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPN,2,29,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPN,3,28,1,1,"['Carrier (139 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPN,4,30,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPN,5,31,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPN,6,24,6,0,"['Carrier (122 min)', 'NAS (69 min)', 'Late Aircraft (52 min)']"
SPN,7,27,4,0,"['Carrier (67 min)', 'Weather (31 min)', 'Late Aircraft (25 min)']"
SPN,8,26,3,2,"['Late Aircraft (257 min)', 'NAS (16 min)', 'Carrier (13 min)']"
SPN,9,28,0,1,"['Weather (980 min)', 'NAS (4 min)', 'Carrier (0 min)']"
SPN,10,29,1,1,"['Carrier (278 min)', 'NAS (38 min)', 'Weather (0 min)']"
SPN,11,27,1,1,"['Late Aircraft (94 min)', 'Carrier (25 min)', 'Weather (0 min)']"
SPN,12,30,1,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
SPS,1,39,6,11,"['Carrier (898 min)', 'Weather (877 min)', 'NAS (123 min)']"
SPS,2,52,3,2,"['Carrier (365 min)', 'Weather (56 min)', 'NAS (36 min)']"
SPS,3,49,5,3,"['Carrier (597 min)', 'Weather (171 min)', 'NAS (26 min)']"
SPS,4,43,4,5,"['Carrier (733 min)', 'Weather (274 min)', 'Late Aircraft (90 min)']"
