aeroporto_partenza,mese,numero_ritardi_basso,dep_avg_basso,arr_avg_basso,numero_ritardi_medio,dep_avg_medio,arr_avg_medio,numero_ritardo_alto,dep_avg_alto,arr_avg_alto,cause_maggiori
ABQ,11,1704,-3.48,-6.99,185,30.1,28.39,71,134.52,133.99,"['NAS (176 voli)', 'Carrier (148 voli)', 'Late Aircraft (139 voli)']"
ABQ,12,1655,-3.05,-8.71,223,30.12,23.94,89,158.9,161.71,"['Late Aircraft (189 voli)', 'Carrier (161 voli)', 'NAS (137 voli)']"
ABR,1,44,-3.11,-13.57,5,27.2,7.8,5,130.8,121.4,"['Weather (6 voli)', 'Carrier (5 voli)', 'NAS (1 voli)']"
ABR,2,40,-4.3,-18.0,3,34.0,13.67,2,321.0,304.5,"['Carrier (2 voli)', 'Weather (2 voli)']"
ABR,3,37,-3.54,-16.78,3,27.0,11.67,7,192.29,171.43,"['Carrier (6 voli)', 'Weather (3 voli)']"
ABR,4,53,-5.13,-15.08,1,18.0,-4.0,3,365.67,344.0,"['Carrier (2 voli)', 'Weather (1 voli)']"
ABR,5,53,-4.53,-10.7,3,39.33,36.0,6,140.5,130.67,"['Carrier (7 voli)', 'Weather (2 voli)', 'NAS (1 voli)']"
ABR,6,42,-3.38,1.38,11,37.82,49.55,7,307.57,308.71,"['Carrier (18 voli)', 'NAS (12 voli)', 'Weather (7 voli)']"
ABR,7,48,-1.52,-9.75,6,35.67,32.67,7,132.29,138.29,"['NAS (9 voli)', 'Carrier (9 voli)', 'Weather (3 voli)']"
ABR,8,50,-3.28,-8.62,6,24.5,35.33,6,235.17,249.33,"['NAS (9 voli)', 'Weather (7 voli)', 'Carrier (5 voli)']"
ABR,9,51,-4.88,-14.65,0,NULL,NULL,3,140.33,132.33,"['Carrier (6 voli)']"
ABR,10,50,-4.54,-16.44,6,42.5,29.67,6,193.5,182.33,"['Carrier (10 voli)', 'NAS (1 voli)', 'Weather (1 voli)']"
ABR,11,49,-4.65,-10.65,5,25.8,17.2,3,106.0,90.0,"['Carrier (7 voli)']"
ABR,12,38,-4.05,-6.11,8,34.13,25.5,10,356.8,348.1,"['Carrier (16 voli)', 'NAS (6 voli)', 'Weather (3 voli)']"
ABY,1,50,-4.44,-10.1,5,26.6,18.6,7,304.86,294.14,"['Carrier (8 voli)', 'NAS (3 voli)', 'Weather (2 voli)']"
ABY,2,45,-5.71,-7.69,7,27.71,15.57,6,199.33,194.83,"['Carrier (6 voli)', 'Weather (3 voli)', 'NAS (1 voli)']"
ABY,3,56,-5.43,-9.23,2,43.0,39.0,4,140.5,131.0,"['Carrier (5 voli)', 'Weather (1 voli)']"
ABY,4,49,-6.27,-3.1,7,35.43,39.0,4,130.25,137.0,"['Carrier (13 voli)', 'NAS (9 voli)', 'Weather (1 voli)']"
ABY,5,47,-6.02,-3.6,6,39.0,39.83,8,118.75,115.5,"['Carrier (15 voli)', 'NAS (5 voli)', 'Weather (4 voli)']"
ABY,6,50,-5.74,-6.76,5,45.6,40.0,4,72.0,66.25,"['Carrier (9 voli)', 'NAS (1 voli)', 'Weather (1 voli)']"
ABY,7,39,-5.95,3.29,7,29.43,27.43,13,186.23,188.0,"['Carrier (20 voli)', 'NAS (8 voli)', 'Weather (6 voli)']"
ABY,8,44,-4.55,-5.86,8,29.5,21.13,9,266.44,261.44,"['Carrier (14 voli)', 'Weather (2 voli)', 'NAS (1 voli)']"
ABY,9,46,-6.74,-5.54,6,40.17,41.5,5,101.6,95.8,"['Carrier (9 voli)', 'NAS (4 voli)', 'Weather (4 voli)']"
ABY,10,59,-6.73,-8.37,2,55.5,42.5,1,130.0,117.0,"['Carrier (5 voli)', 'NAS (1 voli)']"
ABY,11,70,-7.83,-7.17,4,38.0,34.75,3,190.0,195.0,"['Carrier (11 voli)', 'NAS (3 voli)', 'Weather (2 voli)']"
ABY,12,54,-6.81,-13.3,6,26.17,22.5,15,195.67,193.87,"['Carrier (19 voli)', 'NAS (11 voli)', 'Late Aircraft (3 voli)']"
ACK,5,95,-10.11,-10.43,10,33.4,33.2,15,160.67,162.64,"['Late Aircraft (19 voli)', 'NAS (15 voli)', 'Carrier (8 voli)']"
ACK,6,248,-8.15,-12.24,33,36.27,39.27,36,175.81,178.14,"['NAS (50 voli)', 'Late Aircraft (46 voli)', 'Carrier (33 voli)']"
ACK,7,312,-7.18,-9.4,64,33.41,32.2,51,137.04,140.27,"['NAS (82 voli)', 'Late Aircraft (73 voli)', 'Carrier (49 voli)']"
ACK,8,344,-5.58,-6.52,34,36.24,35.0,47,179.66,181.4,"['NAS (95 voli)', 'Late Aircraft (67 voli)', 'Carrier (45 voli)']"
ACK,9,154,-9.6,-11.42,11,37.55,40.0,8,116.13,114.5,"['NAS (14 voli)', 'Late Aircraft (13 voli)', 'Carrier (9 voli)']"
ACK,10,64,-9.27,-12.53,4,34.5,28.5,3,168.0,162.0,"['Carrier (4 voli)', 'Late Aircraft (4 voli)', 'NAS (4 voli)']"
ACT,1,63,-6.49,-8.32,12,36.42,34.25,10,272.8,268.8,"['Carrier (14 voli)', 'Weather (11 voli)', 'Late Aircraft (7 voli)']"
ACT,2,80,-4.51,-5.96,3,31.0,36.0,4,82.5,70.25,"['Carrier (9 voli)', 'NAS (9 voli)', 'Late Aircraft (4 voli)']"
ACT,3,79,-3.11,-2.57,7,29.57,29.43,4,75.25,69.75,"['NAS (15 voli)', 'Late Aircraft (13 voli)', 'Weather (4 voli)']"
ACT,4,70,-3.81,-3.81,10,33.8,30.7,6,171.83,179.67,"['NAS (12 voli)', 'Late Aircraft (9 voli)', 'Weather (8 voli)']"
ACT,5,68,-6.18,-5.13,7,34.29,31.14,11,187.64,186.91,"['Carrier (11 voli)', 'Weather (11 voli)', 'NAS (6 voli)']"
ACT,6,57,-4.09,-3.67,15,34.27,29.67,17,149.94,150.88,"['Carrier (18 voli)', 'Late Aircraft (15 voli)', 'NAS (12 voli)']"
ACT,7,74,-6.15,-4.49,8,45.75,41.5,10,139.0,143.3,"['Carrier (12 voli)', 'NAS (9 voli)', 'Weather (4 voli)']"
ACT,8,75,-4.36,-1.88,11,36.73,40.73,5,103.8,107.4,"['Carrier (13 voli)', 'NAS (12 voli)', 'Late Aircraft (9 voli)']"
ACT,9,75,-4.89,-5.84,11,27.09,29.64,4,174.75,166.5,"['Carrier (10 voli)', 'NAS (9 voli)', 'Late Aircraft (8 voli)']"
ACT,10,62,-6.16,-7.42,12,33.58,32.5,18,119.56,115.0,"['Carrier (19 voli)', 'NAS (10 voli)', 'Late Aircraft (9 voli)']"
ACT,11,73,-5.04,-6.81,7,39.86,36.71,4,157.5,153.75,"['Carrier (12 voli)', 'Late Aircraft (5 voli)', 'NAS (2 voli)']"
ACT,12,58,-4.9,-3.4,13,33.46,34.46,16,135.06,136.63,"['Carrier (28 voli)', 'NAS (13 voli)', 'Weather (8 voli)']"
ACV,1,113,-5.41,-10.21,16,32.88,27.31,15,195.13,190.33,"['NAS (15 voli)', 'Late Aircraft (11 voli)', 'Weather (7 voli)']"
ACV,2,91,-5.79,-4.15,22,37.95,40.18,14,282.79,281.07,"['NAS (26 voli)', 'Late Aircraft (16 voli)', 'Carrier (14 voli)']"
ACV,3,100,-4.74,-6.87,29,32.1,31.0,13,205.92,202.46,"['NAS (38 voli)', 'Late Aircraft (10 voli)', 'Carrier (5 voli)']"
ACV,4,91,-3.98,-6.79,14,37.07,48.36,12,146.5,145.58,"['NAS (22 voli)', 'Carrier (7 voli)', 'Late Aircraft (5 voli)']"
ACV,5,96,-3.8,-7.79,13,29.15,30.23,12,168.17,174.42,"['NAS (22 voli)', 'Carrier (6 voli)', 'Late Aircraft (6 voli)']"
ACV,6,95,-4.14,-7.82,10,34.3,39.0,9,191.11,185.78,"['Carrier (14 voli)', 'NAS (11 voli)', 'Late Aircraft (6 voli)']"
ACV,7,119,-4.97,-6.76,11,35.18,38.91,10,332.9,337.8,"['NAS (16 voli)', 'Carrier (14 voli)', 'Late Aircraft (8 voli)']"
ACV,8,114,-4.05,-4.07,16,28.94,30.63,9,184.44,191.11,"['NAS (23 voli)', 'Carrier (10 voli)', 'Late Aircraft (10 voli)']"
ACV,9,117,-5.34,-10.84,8,34.88,31.38,19,285.79,283.37,"['Weather (15 voli)', 'Late Aircraft (12 voli)', 'NAS (9 voli)']"
ACV,10,147,-5.35,-7.61,11,32.91,30.55,20,234.05,234.8,"['Carrier (15 voli)', 'NAS (11 voli)', 'Late Aircraft (10 voli)']"
ACV,11,135,-5.25,-6.07,16,32.69,29.88,18,105.06,107.11,"['NAS (21 voli)', 'Carrier (15 voli)', 'Late Aircraft (14 voli)']"
ACV,12,134,-5.67,-6.13,11,32.18,39.91,7,169.57,164.29,"['Carrier (19 voli)', 'NAS (10 voli)', 'Late Aircraft (4 voli)']"
ACY,1,216,-5.35,-3.69,24,29.38,30.88,9,138.78,134.56,"['NAS (47 voli)', 'Late Aircraft (13 voli)', 'Carrier (13 voli)']"
ACY,2,207,-4.43,-9.45,37,34.32,25.43,16,136.0,134.88,"['NAS (39 voli)', 'Carrier (18 voli)', 'Late Aircraft (17 voli)']"
ACY,3,201,-4.29,-7.79,71,33.18,31.79,34,156.47,157.5,"['NAS (89 voli)', 'Late Aircraft (38 voli)', 'Carrier (30 voli)']"
ACY,4,236,-6.03,-15.25,25,34.48,28.96,15,132.6,130.53,"['NAS (25 voli)', 'Carrier (13 voli)', 'Late Aircraft (12 voli)']"
ACY,5,230,-4.87,-11.1,35,30.91,24.94,13,135.54,134.46,"['NAS (27 voli)', 'Late Aircraft (20 voli)', 'Carrier (9 voli)']"
ACY,6,176,-4.15,-14.18,28,31.46,23.14,29,135.41,129.86,"['NAS (33 voli)', 'Carrier (20 voli)', 'Late Aircraft (16 voli)']"
ACY,7,162,-3.19,-12.31,37,35.84,27.49,17,181.18,171.47,"['Carrier (36 voli)', 'NAS (30 voli)', 'Late Aircraft (21 voli)']"
ACY,8,203,-3.28,-8.57,38,31.47,27.79,27,137.96,136.0,"['NAS (46 voli)', 'Late Aircraft (31 voli)', 'Carrier (21 voli)']"
ACY,9,163,-5.52,-12.9,16,28.94,23.38,8,114.0,113.75,"['NAS (16 voli)', 'Late Aircraft (8 voli)', 'Carrier (7 voli)']"
ACY,10,175,-5.54,-14.53,13,37.62,27.46,6,112.5,97.83,"['Carrier (13 voli)', 'NAS (12 voli)', 'Late Aircraft (11 voli)']"
ACY,11,172,-6.78,-16.78,16,34.38,20.25,6,196.5,179.17,"['NAS (10 voli)', 'Late Aircraft (8 voli)', 'Carrier (7 voli)']"
ACY,12,132,-5.8,-12.94,25,31.6,23.76,17,98.94,89.29,"['NAS (27 voli)', 'Carrier (13 voli)', 'Late Aircraft (9 voli)']"
ADK,1,3,-14.0,-2.0,2,29.5,42.0,0,NULL,NULL,"['Weather (3 voli)', 'Security (2 voli)', 'NAS (2 voli)']"
ADK,2,3,-21.33,-19.0,0,NULL,NULL,0,NULL,NULL,"['Weather (1 voli)']"
ADK,3,2,-25.5,-27.5,0,NULL,NULL,1,103.0,103.0,"['Late Aircraft (1 voli)']"
ADK,4,2,-1.0,-1.0,1,58.0,53.0,1,225.0,217.0,"['Late Aircraft (2 voli)', 'Security (1 voli)', 'Weather (1 voli)']"
ADK,5,2,-20.5,-15.5,2,22.0,17.0,0,NULL,NULL,"['Late Aircraft (1 voli)', 'Security (1 voli)']"
ADK,6,5,-14.2,-12.6,0,NULL,NULL,0,NULL,NULL,"['Weather (1 voli)']"
ADK,7,6,-2.5,-4.83,2,37.5,36.5,0,NULL,NULL,"['Security (2 voli)', 'Late Aircraft (1 voli)', 'NAS (1 voli)']"
ADK,8,6,1.17,-0.67,2,49.0,33.5,1,170.0,135.0,"['Security (2 voli)', 'Late Aircraft (1 voli)']"
ADK,9,5,-0.8,-7.6,2,31.0,16.5,1,70.0,73.0,"['Security (2 voli)', 'NAS (1 voli)', 'Late Aircraft (1 voli)']"
ADK,10,6,-12.17,-15.0,1,29.0,16.0,0,NULL,NULL,"['Carrier (1 voli)', 'Weather (1 voli)']"
ADK,11,6,-9.83,-3.5,0,NULL,NULL,1,61.0,73.0,"['Late Aircraft (1 voli)', 'NAS (1 voli)', 'Weather (1 voli)']"
ADK,12,4,-4.5,2.75,0,NULL,NULL,0,NULL,NULL,"['NAS (1 voli)']"
ADQ,1,36,-13.44,-16.47,8,30.63,27.75,8,92.38,83.75,"['Late Aircraft (9 voli)', 'Carrier (5 voli)', 'Weather (5 voli)']"
ADQ,2,46,-9.2,-12.28,5,33.8,28.6,3,134.33,126.33,"['Late Aircraft (4 voli)', 'NAS (4 voli)', 'Weather (3 voli)']"
ADQ,3,44,-10.89,-13.68,7,26.86,22.43,5,164.0,161.8,"['Late Aircraft (8 voli)', 'Carrier (3 voli)', 'NAS (3 voli)']"
ADQ,4,46,-11.63,-15.59,8,39.38,33.5,2,168.5,165.0,"['Carrier (6 voli)', 'Late Aircraft (4 voli)', 'NAS (2 voli)']"
ADQ,5,65,-8.74,-10.48,4,42.0,40.25,2,62.5,52.5,"['Late Aircraft (4 voli)', 'Carrier (4 voli)', 'NAS (2 voli)']"
ADQ,6,65,-11.95,-11.48,5,36.2,31.8,2,76.5,74.5,"['Carrier (3 voli)', 'Late Aircraft (3 voli)', 'NAS (2 voli)']"
ADQ,7,65,-6.71,-6.58,6,24.67,19.0,6,210.0,212.0,"['NAS (8 voli)', 'Late Aircraft (6 voli)', 'Carrier (5 voli)']"
ADQ,8,73,-8.38,-8.67,8,27.38,24.25,3,100.0,100.0,"['Late Aircraft (7 voli)', 'NAS (6 voli)', 'Carrier (4 voli)']"
ADQ,9,86,-12.55,-11.38,3,43.0,47.67,1,87.0,89.0,"['NAS (7 voli)', 'Late Aircraft (2 voli)', 'Weather (2 voli)']"
ADQ,10,50,-5.5,-6.76,7,31.43,32.29,3,130.33,131.67,"['Late Aircraft (7 voli)', 'NAS (6 voli)', 'Carrier (3 voli)']"
ADQ,11,41,-4.68,-2.56,13,27.46,28.31,3,358.67,357.33,"['NAS (8 voli)', 'Late Aircraft (7 voli)', 'Carrier (6 voli)']"
ADQ,12,52,-7.15,-9.4,3,30.0,29.67,3,169.67,174.67,"['NAS (6 voli)', 'Late Aircraft (4 voli)', 'Weather (4 voli)']"
AEX,1,114,-4.8,-4.56,16,38.5,32.44,16,249.38,259.19,"['NAS (24 voli)', 'Carrier (17 voli)', 'Weather (16 voli)']"
AEX,2,118,-6.07,-8.23,8,33.63,37.75,6,239.67,234.67,"['Carrier (13 voli)', 'NAS (9 voli)', 'Late Aircraft (7 voli)']"
AEX,3,129,-4.52,-9.16,7,34.86,41.43,8,165.25,153.88,"['Weather (11 voli)', 'NAS (8 voli)', 'Carrier (7 voli)']"
AEX,4,119,-5.61,-8.5,10,35.1,33.8,18,266.72,284.56,"['Weather (17 voli)', 'NAS (14 voli)', 'Carrier (9 voli)']"
AEX,5,117,-4.56,-5.96,9,27.56,33.67,23,169.96,166.96,"['Weather (21 voli)', 'Carrier (18 voli)', 'NAS (14 voli)']"
AEX,6,144,-4.78,-10.49,11,26.18,17.18,13,231.23,227.17,"['NAS (10 voli)', 'Carrier (10 voli)', 'Late Aircraft (7 voli)']"
AEX,7,128,-4.5,-9.48,19,29.95,25.21,23,217.39,214.74,"['Carrier (21 voli)', 'Late Aircraft (16 voli)', 'NAS (16 voli)']"
AEX,8,153,-5.43,-11.95,7,29.14,24.71,15,158.0,148.2,"['Carrier (14 voli)', 'Late Aircraft (9 voli)', 'NAS (5 voli)']"
AEX,9,140,-4.26,-8.0,16,29.94,29.88,15,165.2,160.87,"['Carrier (19 voli)', 'NAS (17 voli)', 'Late Aircraft (11 voli)']"
AEX,10,137,-6.62,-14.94,14,34.14,26.5,21,176.19,163.81,"['Carrier (22 voli)', 'Late Aircraft (11 voli)', 'NAS (5 voli)']"
AEX,11,136,-5.53,-10.82,12,28.5,20.17,15,172.73,165.6,"['Carrier (17 voli)', 'Late Aircraft (12 voli)', 'NAS (8 voli)']"
AEX,12,134,-3.98,-9.8,17,31.18,32.76,6,274.33,262.0,"['NAS (18 voli)', 'Carrier (12 voli)', 'Late Aircraft (8 voli)']"
AGS,1,154,-2.27,-5.24,32,29.97,29.0,47,178.3,173.43,"['Carrier (45 voli)', 'NAS (32 voli)', 'Weather (24 voli)']"
AGS,2,185,-3.22,-11.82,24,30.96,21.92,20,144.1,134.65,"['Carrier (24 voli)', 'NAS (8 voli)', 'Weather (8 voli)']"
AGS,3,211,-3.76,-7.96,17,28.0,26.82,19,176.74,170.47,"['Carrier (27 voli)', 'Late Aircraft (20 voli)', 'NAS (17 voli)']"
AGS,4,373,-2.97,-5.55,75,30.84,27.65,32,100.84,101.16,"['NAS (62 voli)', 'Late Aircraft (58 voli)', 'Carrier (57 voli)']"
AGS,5,247,-3.71,-7.45,28,33.0,30.68,33,174.27,177.41,"['NAS (40 voli)', 'Carrier (36 voli)', 'Late Aircraft (27 voli)']"
AGS,6,315,-4.73,-9.28,29,28.45,23.38,21,127.38,124.81,"['NAS (27 voli)', 'Late Aircraft (23 voli)', 'Carrier (20 voli)']"
AGS,7,259,-3.45,-5.04,39,33.69,27.31,60,171.17,171.05,"['Carrier (66 voli)', 'Late Aircraft (63 voli)', 'NAS (60 voli)']"
AGS,8,292,-4.64,-8.4,32,33.53,26.81,26,183.58,177.15,"['Late Aircraft (33 voli)', 'Carrier (32 voli)', 'NAS (27 voli)']"
AGS,9,305,-4.67,-7.42,29,33.21,34.0,38,179.95,177.74,"['NAS (48 voli)', 'Weather (47 voli)', 'Late Aircraft (37 voli)']"
AGS,10,262,-3.73,-8.48,32,28.94,23.97,44,169.02,169.02,"['NAS (41 voli)', 'Carrier (29 voli)', 'Weather (29 voli)']"
AGS,11,281,-2.84,-7.02,27,24.41,21.33,14,134.36,130.64,"['NAS (35 voli)', 'Carrier (29 voli)', 'Late Aircraft (14 voli)']"
AGS,12,210,-1.29,-6.64,39,30.92,23.69,38,190.87,182.05,"['Carrier (55 voli)', 'NAS (45 voli)', 'Late Aircraft (28 voli)']"
AKN,4,4,-25.75,-21.75,0,NULL,NULL,0,NULL,NULL,"[]"
AKN,5,16,-14.5,-12.19,2,25.0,13.0,0,NULL,NULL,"['Late Aircraft (1 voli)', 'Carrier (1 voli)', 'NAS (1 voli)']"
AKN,6,34,-11.91,-8.59,2,23.0,24.5,0,NULL,NULL,"['NAS (4 voli)', 'Late Aircraft (2 voli)', 'Security (1 voli)']"
AKN,7,38,-6.18,-0.29,6,33.33,41.5,2,80.0,81.0,"['NAS (10 voli)', 'Security (7 voli)', 'Late Aircraft (6 voli)']"
AKN,8,29,-10.59,-7.69,6,18.33,20.33,0,NULL,NULL,"['NAS (6 voli)', 'Late Aircraft (5 voli)', 'Carrier (2 voli)']"
AKN,9,23,-14.96,-11.61,6,31.83,30.0,0,NULL,NULL,"['Late Aircraft (4 voli)', 'NAS (2 voli)', 'Carrier (1 voli)']"
ALB,1,614,-3.14,-7.2,110,28.33,28.83,61,139.36,143.87,"['NAS (135 voli)', 'Late Aircraft (92 voli)', 'Carrier (79 voli)']"
ALB,2,653,-3.06,-13.09,80,29.84,18.65,35,143.74,134.97,"['NAS (57 voli)', 'Carrier (50 voli)', 'Late Aircraft (45 voli)']"
ALB,3,725,-2.4,-8.73,131,30.56,25.06,69,177.32,180.82,"['NAS (116 voli)', 'Late Aircraft (115 voli)', 'Carrier (96 voli)']"
ALB,4,786,-3.39,-9.69,112,29.99,23.83,58,246.76,242.57,"['NAS (84 voli)', 'Late Aircraft (81 voli)', 'Carrier (78 voli)']"
ALB,5,770,-3.38,-9.07,137,30.73,22.43,72,135.88,131.26,"['Late Aircraft (117 voli)', 'Carrier (100 voli)', 'NAS (94 voli)']"
ALB,6,769,-3.28,-8.78,135,31.12,23.08,84,186.38,172.11,"['Carrier (119 voli)', 'Late Aircraft (118 voli)', 'NAS (102 voli)']"
ALB,7,707,-2.46,-6.56,161,32.97,30.29,141,159.25,162.76,"['Carrier (210 voli)', 'Late Aircraft (182 voli)', 'NAS (161 voli)']"
ALB,8,792,-2.71,-7.2,151,30.22,29.71,102,169.4,172.08,"['NAS (167 voli)', 'Late Aircraft (155 voli)', 'Carrier (149 voli)']"
ALB,9,899,-4.85,-10.01,95,29.71,24.32,32,187.31,186.39,"['Carrier (77 voli)', 'NAS (75 voli)', 'Late Aircraft (66 voli)']"
ALB,10,878,-3.83,-11.3,118,27.42,16.56,29,177.41,168.86,"['Carrier (62 voli)', 'Late Aircraft (46 voli)', 'NAS (40 voli)']"
ALB,11,748,-3.82,-12.31,69,28.45,17.78,32,165.88,153.88,"['Carrier (51 voli)', 'Late Aircraft (49 voli)', 'NAS (38 voli)']"
ALB,12,701,-2.61,-6.71,142,32.01,25.6,99,203.48,199.54,"['NAS (142 voli)', 'Carrier (130 voli)', 'Late Aircraft (120 voli)']"
ALW,1,42,-5.07,6.52,3,39.0,47.0,4,172.25,187.25,"['Weather (14 voli)', 'Carrier (9 voli)', 'NAS (6 voli)']"
ALW,2,52,-6.77,-0.15,1,49.0,75.0,2,96.0,95.0,"['NAS (9 voli)', 'Late Aircraft (3 voli)', 'Weather (3 voli)']"
ALW,3,60,-7.17,-4.13,1,44.0,44.0,1,63.0,80.0,"['NAS (1 voli)', 'Carrier (1 voli)', 'Late Aircraft (1 voli)']"
ALW,4,59,-6.41,-4.75,0,NULL,NULL,1,78.0,74.0,"['Carrier (1 voli)', 'Late Aircraft (1 voli)']"
ALW,5,57,-5.23,-6.0,3,20.67,20.67,0,NULL,NULL,"['NAS (2 voli)', 'Carrier (1 voli)', 'Late Aircraft (1 voli)']"
ALW,6,52,-3.56,-3.94,3,37.33,33.33,4,92.0,95.5,"['NAS (5 voli)', 'Late Aircraft (5 voli)', 'Carrier (2 voli)']"
ALW,7,50,-3.84,-5.88,10,24.9,25.2,0,NULL,NULL,"['Late Aircraft (9 voli)', 'NAS (4 voli)', 'Carrier (2 voli)']"
ALW,8,53,-6.13,-5.77,6,28.17,31.83,2,94.0,102.5,"['Late Aircraft (11 voli)', 'NAS (9 voli)', 'Carrier (2 voli)']"
ALW,9,52,-5.92,-1.92,6,37.17,44.0,2,91.0,90.5,"['NAS (8 voli)', 'Late Aircraft (7 voli)', 'Carrier (2 voli)']"
AMA,1,299,-4.31,-5.61,40,31.1,30.95,30,173.9,168.53,"['NAS (53 voli)', 'Late Aircraft (50 voli)', 'Carrier (30 voli)']"
AMA,2,333,-5.58,-8.6,29,32.83,31.48,9,104.44,91.0,"['NAS (36 voli)', 'Carrier (22 voli)', 'Late Aircraft (14 voli)']"
AMA,3,363,-5.3,-8.95,33,33.12,32.15,24,139.46,139.29,"['NAS (35 voli)', 'Late Aircraft (34 voli)', 'Carrier (23 voli)']"
AMA,4,307,-4.29,-8.45,29,33.1,30.28,26,147.38,155.54,"['NAS (35 voli)', 'Late Aircraft (33 voli)', 'Carrier (27 voli)']"
AMA,5,295,-3.77,-7.64,58,34.5,32.4,51,156.24,158.06,"['NAS (61 voli)', 'Late Aircraft (58 voli)', 'Carrier (41 voli)']"
AMA,6,340,-3.96,-9.02,60,30.65,27.45,39,179.9,177.28,"['Late Aircraft (58 voli)', 'Carrier (48 voli)', 'NAS (35 voli)']"
AMA,7,362,-3.71,-8.17,71,33.72,29.18,30,140.8,137.27,"['Late Aircraft (72 voli)', 'Carrier (46 voli)', 'NAS (42 voli)']"
AMA,8,381,-5.18,-9.21,50,34.28,32.46,26,150.12,145.69,"['Late Aircraft (41 voli)', 'NAS (36 voli)', 'Carrier (34 voli)']"
AMA,9,374,-4.78,-5.66,29,32.45,33.83,21,125.33,126.38,"['NAS (48 voli)', 'Late Aircraft (37 voli)', 'Carrier (25 voli)']"
AMA,10,403,-4.69,-8.67,42,33.93,28.1,13,140.0,129.85,"['Late Aircraft (35 voli)', 'NAS (20 voli)', 'Carrier (16 voli)']"
AMA,11,337,-3.88,-8.26,35,31.54,26.89,20,153.35,149.65,"['NAS (39 voli)', 'Carrier (29 voli)', 'Late Aircraft (25 voli)']"
AMA,12,347,-3.95,-9.75,33,34.27,25.15,30,160.9,161.47,"['Carrier (34 voli)', 'Late Aircraft (34 voli)', 'NAS (32 voli)']"
ANC,1,716,-3.67,-6.82,165,32.63,26.12,100,135.32,135.0,"['Carrier (189 voli)', 'NAS (138 voli)', 'Late Aircraft (114 voli)']"
ANC,2,869,-5.56,-6.32,96,29.7,24.05,41,211.41,207.12,"['NAS (104 voli)', 'Carrier (60 voli)', 'Late Aircraft (48 voli)']"
ANC,3,998,-5.1,-8.0,152,30.83,24.66,77,140.66,137.07,"['Carrier (111 voli)', 'Late Aircraft (104 voli)', 'NAS (96 voli)']"
ANC,4,1037,-6.3,-10.7,148,32.71,25.11,63,114.65,105.98,"['Late Aircraft (98 voli)', 'Carrier (95 voli)', 'NAS (85 voli)']"
ANC,5,1374,-5.42,-9.83,189,32.68,22.8,54,144.11,133.57,"['Late Aircraft (109 voli)', 'Carrier (105 voli)', 'NAS (83 voli)']"
ANC,6,1729,-4.97,-6.56,239,29.98,25.93,71,153.25,147.54,"['Carrier (195 voli)', 'NAS (190 voli)', 'Late Aircraft (144 voli)']"
ANC,7,1707,-3.05,-5.34,377,30.96,26.4,110,161.44,156.96,"['Carrier (356 voli)', 'NAS (311 voli)', 'Late Aircraft (237 voli)']"
ANC,8,1728,-3.28,-7.26,333,29.18,23.11,87,184.6,175.88,"['Carrier (232 voli)', 'Late Aircraft (204 voli)', 'NAS (185 voli)']"
ANC,9,1392,-4.58,-8.0,160,28.11,20.38,45,149.91,139.56,"['Carrier (101 voli)', 'NAS (91 voli)', 'Late Aircraft (78 voli)']"
ANC,10,1079,-5.23,-7.46,106,27.79,28.54,57,157.98,160.49,"['NAS (119 voli)', 'Carrier (75 voli)', 'Late Aircraft (56 voli)']"
ANC,11,943,-5.16,-7.19,101,31.77,24.58,26,97.35,89.85,"['NAS (78 voli)', 'Carrier (65 voli)', 'Late Aircraft (49 voli)']"
ANC,12,916,-3.99,-7.03,127,28.39,22.78,42,167.6,159.83,"['NAS (101 voli)', 'Carrier (83 voli)', 'Late Aircraft (68 voli)']"
APN,1,26,-7.38,-11.31,3,45.0,37.0,8,178.25,165.38,"['Weather (19 voli)', 'Carrier (5 voli)', 'NAS (4 voli)']"
APN,2,31,-8.26,-18.29,1,40.0,56.0,7,113.57,104.29,"['Weather (4 voli)', 'Carrier (4 voli)', 'NAS (2 voli)']"
APN,3,45,-7.51,-15.02,1,19.0,1.0,3,345.33,328.0,"['Weather (2 voli)', 'Carrier (1 voli)', 'NAS (1 voli)']"
APN,4,41,-8.34,-14.22,1,38.0,42.0,5,210.0,205.2,"['Carrier (4 voli)', 'Weather (3 voli)', 'NAS (2 voli)']"
APN,5,43,-8.35,-12.4,5,30.8,25.8,5,154.4,153.8,"['Carrier (6 voli)', 'NAS (5 voli)', 'Weather (4 voli)']"
APN,6,38,-6.92,-9.82,2,42.5,34.5,9,245.89,238.89,"['Carrier (10 voli)', 'Weather (5 voli)', 'NAS (1 voli)']"
APN,7,40,-5.15,-9.88,4,47.0,40.5,6,145.67,140.0,"['Carrier (9 voli)', 'NAS (3 voli)', 'Weather (3 voli)']"
APN,8,41,-7.8,-13.37,2,48.0,34.5,9,139.11,135.22,"['Carrier (9 voli)', 'NAS (3 voli)', 'Weather (1 voli)']"
APN,9,45,-8.87,-14.98,4,38.25,33.5,4,143.25,138.25,"['Carrier (4 voli)', 'Weather (3 voli)', 'NAS (1 voli)']"
APN,10,46,-9.52,-16.37,1,16.0,5.0,4,149.0,144.75,"['Carrier (3 voli)', 'NAS (1 voli)']"
APN,11,45,-7.11,-13.4,3,27.0,35.67,3,143.33,131.0,"['Carrier (8 voli)', 'NAS (5 voli)']"
