codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
B6,TLH,30,6.0,120.0,16.27,0.0,3
B6,TLH,29,8.0,247.0,9.86,0.0,4
B6,TLH,31,4.0,296.0,15.68,0.0,5
B6,TLH,29,1.0,165.0,12.59,3.4,6
B6,TLH,31,1.0,305.0,19.1,3.2,7
B6,TLH,31,2.0,496.0,37.06,3.2,8
B6,TLH,27,4.0,74.0,5.89,7.4,9
B6,TLH,27,6.0,6.0,0.22,0.0,10
B6,TPA,428,1.0,367.0,20.24,1.2,1
B6,TPA,411,1.0,660.0,15.83,2.4,2
B6,TPA,463,1.0,605.0,29.3,2.2,3
B6,TPA,428,1.0,495.0,16.89,2.3,4
B6,TPA,459,1.0,785.0,34.37,1.1,5
B6,TPA,409,1.0,755.0,25.72,1.2,6
B6,TPA,390,1.0,698.0,35.25,0.8,7
B6,TPA,426,1.0,489.0,31.23,7.7,8
B6,TPA,339,1.0,503.0,20.34,4.7,9
B6,TPA,370,1.0,435.0,8.55,10.8,10
B6,TPA,462,1.0,358.0,14.21,0.0,11
B6,TPA,496,1.0,444.0,20.57,0.6,12
DL,ABQ,103,1.0,150.0,6.44,0.0,1
DL,ABQ,89,1.0,32.0,1.57,0.0,2
DL,ABQ,106,2.0,714.0,8.95,0.0,3
DL,ABQ,105,3.0,50.0,2.59,0.0,4
DL,ABQ,134,1.0,282.0,8.44,0.0,5
DL,ABQ,140,1.0,143.0,4.09,0.0,6
DL,ABQ,139,2.0,583.0,22.66,8.6,7
DL,ABQ,140,1.0,97.0,3.75,1.4,8
DL,ABQ,129,1.0,215.0,6.35,0.0,9
DL,ABQ,156,1.0,298.0,6.01,0.0,10
DL,ABQ,134,1.0,132.0,7.43,0.0,11
DL,ABQ,125,1.0,60.0,4.22,0.0,12
DL,AGS,55,1.0,116.0,15.78,0.0,4
DL,AGS,71,1.0,69.0,3.2,0.0,11
DL,AGS,42,1.0,935.0,49.33,0.0,12
DL,ALB,91,1.0,237.0,16.1,0.0,1
DL,ALB,75,1.0,510.0,10.95,0.0,2
DL,ALB,87,1.0,177.0,8.61,1.1,3
DL,ALB,86,1.0,448.0,11.0,0.0,4
DL,ALB,112,1.0,284.0,15.73,0.0,5
DL,ALB,121,1.0,445.0,13.16,0.8,6
DL,ALB,144,1.0,455.0,28.94,11.1,7
DL,ALB,116,1.0,1128.0,17.22,0.9,8
DL,ALB,111,1.0,172.0,6.09,0.0,9
DL,ALB,111,1.0,576.0,12.88,0.0,10
DL,ALB,101,1.0,1077.0,18.5,0.0,11
DL,ALB,115,1.0,514.0,25.91,0.0,12
DL,ANC,110,1.0,835.0,32.17,0.0,1
DL,ANC,91,1.0,1153.0,48.01,0.0,2
DL,ANC,111,1.0,962.0,16.56,0.0,3
DL,ANC,135,1.0,445.0,11.65,0.0,4
DL,ANC,186,1.0,826.0,8.24,0.0,5
DL,ANC,301,1.0,885.0,15.0,0.0,6
DL,ANC,327,1.0,1038.0,30.73,4.9,7
DL,ANC,324,1.0,998.0,16.42,0.0,8
DL,ANC,201,1.0,1024.0,7.36,0.0,9
DL,ANC,139,2.0,920.0,17.32,0.7,10
DL,ANC,108,1.0,263.0,8.26,0.9,11
DL,ANC,115,1.0,900.0,16.7,0.0,12
DL,ATL,16160,1.0,912.0,11.19,0.4,1
DL,ATL,15957,1.0,781.0,5.96,0.0,2
DL,ATL,18687,1.0,821.0,10.29,0.0,3
DL,ATL,18778,1.0,892.0,10.38,0.1,4
DL,ATL,20012,1.0,807.0,16.94,0.3,5
DL,ATL,20021,1.0,805.0,10.99,0.1,6
DL,ATL,20661,1.0,976.0,31.4,7.1,7
DL,ATL,20114,1.0,823.0,12.64,0.4,8
DL,ATL,19062,1.0,935.0,9.31,0.5,9
DL,ATL,19824,1.0,750.0,5.01,0.8,10
DL,ATL,18478,1.0,645.0,6.05,0.0,11
DL,ATL,18554,1.0,922.0,11.79,0.0,12
DL,ATW,2,6.0,6.0,3.0,0.0,1
DL,ATW,17,2.0,27.0,2.06,0.0,3
DL,ATW,26,5.0,507.0,37.31,0.0,4
DL,ATW,31,1.0,182.0,11.61,0.0,5
DL,ATW,26,1.0,17.0,1.42,0.0,6
DL,ATW,50,3.0,312.0,20.42,6.0,7
DL,ATW,48,1.0,420.0,19.67,0.0,8
DL,ATW,30,2.0,80.0,6.33,0.0,9
DL,ATW,31,3.0,37.0,1.87,0.0,10
DL,ATW,28,3.0,458.0,43.64,0.0,11
DL,ATW,19,2.0,235.0,21.21,0.0,12
DL,AUS,678,1.0,621.0,12.88,0.6,1
DL,AUS,646,1.0,305.0,7.25,0.2,2
DL,AUS,875,1.0,382.0,11.59,0.1,3
DL,AUS,959,1.0,999.0,14.21,0.0,4
DL,AUS,1016,1.0,1104.0,32.69,0.2,5
DL,AUS,989,1.0,1066.0,23.97,0.0,6
DL,AUS,988,1.0,843.0,31.35,7.1,7
DL,AUS,986,1.0,1144.0,16.09,1.0,8
DL,AUS,937,1.0,901.0,11.37,0.0,9
DL,AUS,976,1.0,698.0,9.11,0.2,10
DL,AUS,873,1.0,453.0,10.19,0.3,11
DL,AUS,934,1.0,703.0,13.95,0.0,12
DL,AVL,147,1.0,561.0,19.48,0.7,1
DL,AVL,152,2.0,156.0,4.65,0.0,2
DL,AVL,194,2.0,193.0,6.13,0.0,3
DL,AVL,214,1.0,201.0,14.5,0.0,4
DL,AVL,229,1.0,959.0,21.5,0.0,5
DL,AVL,224,1.0,195.0,13.66,0.0,6
DL,AVL,220,1.0,959.0,32.4,6.4,7
DL,AVL,224,1.0,288.0,14.32,0.0,8
DL,AVL,207,1.0,810.0,16.67,11.6,9
DL,AVL,141,9.0,210.0,7.98,12.8,10
DL,AVL,138,1.0,247.0,6.93,0.0,11
DL,AVL,90,1.0,185.0,11.93,0.0,12
DL,BDL,236,1.0,306.0,15.67,0.8,1
DL,BDL,217,1.0,592.0,8.98,0.0,2
DL,BDL,256,1.0,289.0,5.67,0.4,3
DL,BDL,276,1.0,338.0,5.74,0.0,4
DL,BDL,365,1.0,291.0,9.41,0.3,5
DL,BDL,367,1.0,250.0,13.0,0.0,6
DL,BDL,368,1.0,474.0,28.47,7.3,7
DL,BDL,371,1.0,992.0,15.72,0.3,8
DL,BDL,364,1.0,239.0,7.14,0.0,9
DL,BDL,382,1.0,179.0,4.43,0.0,10
DL,BDL,341,1.0,322.0,5.9,0.0,11
DL,BDL,332,1.0,179.0,9.78,0.0,12
DL,BHM,215,1.0,728.0,19.44,0.5,1
DL,BHM,209,1.0,253.0,5.25,0.0,2
DL,BHM,252,1.0,139.0,4.82,0.0,3
DL,BHM,253,1.0,122.0,5.96,0.0,4
DL,BHM,257,1.0,269.0,9.74,0.8,5
DL,BHM,250,1.0,333.0,5.33,0.0,6
DL,BHM,250,1.0,398.0,25.76,9.2,7
DL,BHM,245,1.0,334.0,10.71,0.0,8
DL,BHM,246,1.0,432.0,9.55,0.0,9
DL,BHM,254,1.0,222.0,3.5,0.0,10
DL,BHM,228,1.0,168.0,5.96,0.0,11
DL,BHM,255,1.0,458.0,11.0,0.0,12
DL,BIL,62,1.0,225.0,16.73,0.0,1
DL,BIL,58,3.0,133.0,11.47,0.0,2
DL,BIL,61,1.0,80.0,7.43,1.6,3
DL,BIL,60,2.0,56.0,2.7,0.0,4
DL,BIL,62,1.0,475.0,24.66,0.0,5
DL,BIL,60,1.0,77.0,2.85,0.0,6
DL,BIL,86,5.0,294.0,9.86,8.1,7
DL,BIL,92,3.0,1039.0,23.54,1.1,8
DL,BIL,61,4.0,861.0,14.92,0.0,9
DL,BIL,61,1.0,769.0,24.18,0.0,10
DL,BIL,58,3.0,392.0,12.24,1.7,11
DL,BIL,57,1.0,446.0,9.82,0.0,12
DL,BIS,51,1.0,405.0,25.39,0.0,1
DL,BIS,55,1.0,317.0,15.09,0.0,2
DL,BIS,44,3.0,88.0,4.93,2.3,3
DL,BIS,37,1.0,29.0,1.65,0.0,4
DL,BIS,62,1.0,107.0,3.42,0.0,5
DL,BIS,60,1.0,647.0,25.17,0.0,6
DL,BIS,62,1.0,373.0,24.69,4.8,7
DL,BIS,62,1.0,44.0,1.24,0.0,8
DL,BIS,49,5.0,23.0,1.08,0.0,9
DL,BIS,55,4.0,26.0,0.95,0.0,10
DL,BIS,38,5.0,265.0,18.47,0.0,11
DL,BIS,30,2.0,117.0,16.9,0.0,12
DL,BNA,556,1.0,1019.0,19.36,5.4,1
DL,BNA,552,1.0,191.0,3.2,0.0,2
DL,BNA,676,1.0,801.0,9.47,0.1,3
DL,BNA,674,1.0,276.0,5.52,0.0,4
DL,BNA,715,1.0,1170.0,14.52,0.1,5
DL,BNA,695,1.0,387.0,9.54,0.0,6
DL,BNA,714,1.0,648.0,23.14,5.5,7
DL,BNA,715,1.0,1022.0,8.45,0.3,8
DL,BNA,714,1.0,401.0,7.52,0.0,9
DL,BNA,740,1.0,453.0,4.38,0.0,10
DL,BNA,660,1.0,82.0,3.16,0.0,11
DL,BNA,672,1.0,352.0,9.74,0.0,12
DL,BOI,202,1.0,314.0,24.27,0.0,1
DL,BOI,182,1.0,427.0,10.38,0.0,2
DL,BOI,213,1.0,142.0,7.29,0.5,3
DL,BOI,210,1.0,349.0,7.59,0.0,4
DL,BOI,217,1.0,366.0,9.47,0.0,5
DL,BOI,265,1.0,1148.0,24.2,0.0,6
DL,BOI,273,1.0,561.0,22.49,7.7,7
DL,BOI,271,2.0,288.0,11.74,0.4,8
DL,BOI,235,1.0,139.0,5.39,0.0,9
DL,BOI,244,1.0,149.0,5.83,0.0,10
DL,BOI,190,1.0,133.0,5.82,0.0,11
DL,BOI,193,1.0,179.0,10.45,0.0,12
DL,BOS,1523,1.0,645.0,22.8,1.1,1
DL,BOS,1289,1.0,851.0,8.73,0.3,2
DL,BOS,1752,1.0,571.0,11.08,0.1,3
DL,BOS,1984,1.0,671.0,17.28,0.4,4
DL,BOS,2157,1.0,999.0,18.15,0.1,5
DL,BOS,2135,1.0,1117.0,19.21,0.4,6
DL,BOS,2192,1.0,1012.0,24.05,6.5,7
DL,BOS,2156,1.0,908.0,19.04,1.0,8
DL,BOS,2084,1.0,810.0,13.22,0.4,9
DL,BOS,2107,1.0,977.0,9.58,0.8,10
DL,BOS,1935,1.0,416.0,8.58,0.0,11
DL,BOS,1989,1.0,889.0,18.42,0.8,12
DL,BTR,9,2.0,8.0,2.22,0.0,1
DL,BTR,3,4.0,4.0,1.33,0.0,2
DL,BTR,85,2.0,299.0,10.51,0.0,3
DL,BTR,115,1.0,567.0,8.03,0.0,4
DL,BTR,110,2.0,432.0,21.58,0.0,5
DL,BTR,104,1.0,143.0,7.69,0.0,6
DL,BTR,86,1.0,706.0,21.23,11.6,7
DL,BTR,88,1.0,196.0,10.6,0.0,8
DL,BTR,86,2.0,185.0,10.27,1.2,9
DL,BTR,57,3.0,49.0,1.51,0.0,10
DL,BTR,84,1.0,232.0,11.07,0.0,11
DL,BTR,63,2.0,39.0,3.65,0.0,12
DL,BTV,29,1.0,569.0,28.07,0.0,1
DL,BTV,16,6.0,401.0,33.56,0.0,2
DL,BTV,29,2.0,44.0,6.66,0.0,3
DL,BTV,30,2.0,292.0,15.77,3.3,4
DL,BTV,31,2.0,49.0,4.29,0.0,5
DL,BTV,56,3.0,326.0,21.84,0.0,6
DL,BTV,65,3.0,274.0,11.49,9.2,7
DL,BTV,62,1.0,94.0,3.44,0.0,8
DL,BTV,38,1.0,61.0,3.74,0.0,9
DL,BTV,31,2.0,17.0,1.65,3.2,10
DL,BTV,30,1.0,334.0,16.5,0.0,11
DL,BTV,31,7.0,55.0,18.74,0.0,12
DL,BUF,136,2.0,468.0,27.77,5.1,1
DL,BUF,123,1.0,246.0,4.64,0.0,2
DL,BUF,189,1.0,243.0,9.21,0.0,3
DL,BUF,161,1.0,365.0,6.63,0.6,4
DL,BUF,179,1.0,374.0,11.56,0.0,5
DL,BUF,215,1.0,439.0,14.76,0.5,6
DL,BUF,217,1.0,526.0,24.11,6.5,7
DL,BUF,203,1.0,332.0,16.15,1.0,8
DL,BUF,175,1.0,84.0,5.11,0.0,9
DL,BUF,201,1.0,210.0,5.8,0.0,10
DL,BUF,127,1.0,234.0,6.15,0.0,11
DL,BUF,129,2.0,872.0,28.14,0.0,12
DL,BUR,22,1.0,460.0,21.45,0.0,5
DL,BUR,53,2.0,305.0,26.55,0.0,6
DL,BUR,61,1.0,445.0,37.84,4.9,7
DL,BUR,62,2.0,328.0,15.26,0.0,8
DL,BUR,57,1.0,448.0,29.56,0.0,9
DL,BUR,61,1.0,1124.0,37.62,0.0,10
DL,BUR,54,1.0,50.0,5.17,0.0,11
DL,BUR,62,1.0,415.0,21.1,0.0,12
DL,BWI,364,1.0,592.0,20.75,0.5,1
DL,BWI,338,1.0,632.0,7.09,0.0,2
DL,BWI,404,1.0,739.0,10.74,0.2,3
DL,BWI,421,1.0,493.0,7.75,0.0,4
DL,BWI,465,1.0,298.0,12.7,0.2,5
DL,BWI,450,1.0,286.0,9.06,0.0,6
DL,BWI,475,1.0,638.0,32.6,6.7,7
DL,BWI,466,1.0,918.0,19.19,0.4,8
DL,BWI,437,1.0,407.0,8.59,0.0,9
DL,BWI,453,1.0,352.0,2.83,0.0,10
DL,BWI,403,1.0,639.0,6.23,0.0,11
DL,BWI,438,1.0,177.0,6.65,0.0,12
DL,BZN,124,1.0,828.0,29.3,0.0,1
DL,BZN,112,1.0,261.0,19.66,0.0,2
DL,BZN,120,1.0,547.0,12.2,0.0,3
DL,BZN,138,1.0,70.0,3.8,0.0,4
DL,BZN,154,1.0,578.0,11.91,0.0,5
DL,BZN,172,1.0,212.0,8.31,0.6,6
DL,BZN,184,1.0,997.0,24.39,3.3,7
DL,BZN,181,1.0,341.0,9.94,0.6,8
DL,BZN,154,1.0,139.0,3.14,0.0,9
DL,BZN,137,1.0,135.0,3.24,0.0,10
DL,BZN,119,1.0,475.0,14.71,0.0,11
DL,BZN,160,1.0,377.0,16.18,0.6,12
DL,CAE,114,1.0,183.0,6.3,0.0,1
DL,CAE,134,1.0,70.0,1.39,0.0,2
DL,CAE,125,1.0,161.0,5.3,0.0,3
DL,CAE,108,2.0,113.0,4.04,0.0,4
DL,CAE,141,1.0,300.0,8.58,1.4,5
DL,CAE,138,1.0,65.0,3.15,0.0,6
DL,CAE,158,2.0,381.0,29.56,5.7,7
DL,CAE,151,3.0,120.0,2.92,0.0,8
DL,CAE,118,1.0,350.0,11.04,0.0,9
DL,CAE,107,1.0,278.0,3.45,0.0,10
DL,CAE,121,1.0,844.0,9.1,0.0,11
DL,CAE,79,1.0,410.0,9.43,0.0,12
DL,CHA,59,1.0,286.0,14.9,1.7,1
DL,CHA,101,2.0,161.0,3.96,0.0,2
DL,CHA,143,1.0,516.0,12.13,0.0,3
DL,CHA,131,2.0,293.0,10.91,0.0,4
DL,CHA,147,4.0,291.0,13.51,0.7,5
DL,CHA,93,3.0,155.0,7.29,0.0,6
DL,CHA,121,2.0,1049.0,31.28,5.8,7
DL,CHA,118,1.0,216.0,5.03,0.0,8
DL,CHA,115,2.0,401.0,8.53,0.9,9
DL,CHA,91,1.0,153.0,3.98,0.0,10
DL,CHA,72,1.0,751.0,16.69,0.0,11
DL,CHA,25,1.0,178.0,8.64,0.0,12
DL,CHO,5,15.0,15.0,3.0,0.0,1
DL,CHO,20,4.0,232.0,11.8,0.0,3
DL,CHO,30,4.0,505.0,32.33,0.0,4
DL,CHO,28,0.0,-7.0,0.0,0.0,5
DL,CHO,30,48.0,211.0,10.73,0.0,6
DL,CHO,35,3.0,274.0,12.91,0.0,7
DL,CHO,29,431.0,431.0,14.86,0.0,8
DL,CHO,26,10.0,388.0,35.04,0.0,9
DL,CHO,31,3.0,76.0,2.55,0.0,10
DL,CHO,10,5.0,274.0,27.9,0.0,11
DL,CHS,246,1.0,320.0,12.72,0.8,1
DL,CHS,217,1.0,456.0,8.22,0.0,2
DL,CHS,256,1.0,194.0,5.56,0.0,3
DL,CHS,315,1.0,595.0,9.77,0.0,4
DL,CHS,352,1.0,565.0,16.06,0.6,5
DL,CHS,329,1.0,392.0,12.51,0.3,6
DL,CHS,337,1.0,1146.0,35.69,8.6,7
DL,CHS,333,1.0,964.0,15.03,0.3,8
DL,CHS,352,1.0,1116.0,12.63,0.0,9
DL,CHS,398,1.0,1101.0,7.09,0.0,10
DL,CHS,358,1.0,1065.0,7.82,0.0,11
DL,CHS,344,1.0,625.0,11.96,0.0,12
DL,CID,29,1.0,882.0,117.31,3.4,1
DL,CID,26,1.0,101.0,4.88,0.0,2
DL,CID,27,3.0,151.0,7.48,0.0,3
DL,CID,28,2.0,52.0,4.57,0.0,4
DL,CID,31,10.0,184.0,17.87,0.0,5
DL,CID,30,11.0,42.0,3.07,0.0,6
DL,CID,31,4.0,772.0,43.77,12.9,7
DL,CID,31,2.0,69.0,5.23,0.0,8
DL,CID,30,1.0,65.0,3.2,0.0,9
DL,CID,34,2.0,207.0,7.94,0.0,10
DL,CID,30,1.0,125.0,10.0,0.0,11
DL,CID,28,3.0,502.0,50.68,0.0,12
DL,CLE,193,1.0,287.0,11.22,0.5,1
DL,CLE,195,1.0,64.0,2.53,0.0,2
DL,CLE,218,1.0,484.0,8.43,0.5,3
DL,CLE,226,1.0,347.0,6.6,0.0,4
DL,CLE,289,1.0,1068.0,16.95,0.0,5
DL,CLE,324,1.0,823.0,13.02,0.6,6
DL,CLE,333,1.0,876.0,29.74,7.2,7
DL,CLE,328,1.0,280.0,9.55,0.0,8
DL,CLE,267,1.0,759.0,9.55,0.0,9
DL,CLE,257,1.0,156.0,2.56,0.0,10
DL,CLE,219,1.0,499.0,7.27,0.0,11
DL,CLE,234,1.0,570.0,14.09,0.0,12
DL,CLT,375,1.0,571.0,17.28,0.3,1
DL,CLT,364,1.0,136.0,2.69,0.0,2
DL,CLT,470,1.0,735.0,9.75,0.2,3
DL,CLT,500,1.0,344.0,10.4,0.0,4
DL,CLT,548,1.0,459.0,13.94,0.2,5
DL,CLT,549,1.0,453.0,12.09,0.0,6
DL,CLT,567,1.0,1058.0,34.21,6.0,7
DL,CLT,577,1.0,420.0,10.77,0.0,8
DL,CLT,541,1.0,851.0,13.11,0.6,9
DL,CLT,568,1.0,837.0,6.02,0.0,10
DL,CLT,543,1.0,195.0,7.38,0.0,11
DL,CLT,453,1.0,330.0,12.16,0.0,12
DL,CMH,195,1.0,291.0,11.46,0.5,1
DL,CMH,206,1.0,267.0,6.19,0.0,2
DL,CMH,209,1.0,525.0,5.71,0.5,3
DL,CMH,211,1.0,193.0,5.07,0.0,4
DL,CMH,277,1.0,420.0,9.76,0.7,5
DL,CMH,340,1.0,710.0,12.55,0.0,6
DL,CMH,364,1.0,393.0,21.55,6.9,7
DL,CMH,325,1.0,346.0,8.2,0.0,8
DL,CMH,288,1.0,449.0,7.96,0.0,9
DL,CMH,328,1.0,300.0,3.02,0.0,10
DL,CMH,248,1.0,135.0,4.06,0.0,11
DL,CMH,252,1.0,1083.0,16.86,0.0,12
DL,COS,31,2.0,72.0,7.32,0.0,1
DL,COS,28,2.0,51.0,4.86,0.0,2
DL,COS,31,1.0,135.0,9.97,0.0,3
DL,COS,30,1.0,202.0,12.83,0.0,4
DL,COS,31,1.0,162.0,10.9,0.0,5
DL,COS,54,4.0,99.0,10.91,0.0,6
DL,COS,86,4.0,1155.0,53.59,4.7,7
DL,COS,71,1.0,243.0,18.82,0.0,8
DL,COS,54,6.0,127.0,7.19,0.0,9
DL,COS,51,1.0,124.0,5.51,0.0,10
DL,COS,52,1.0,119.0,12.87,0.0,11
DL,COS,29,3.0,48.0,3.97,0.0,12
DL,CVG,479,1.0,370.0,9.23,0.0,1
DL,CVG,461,1.0,363.0,4.79,0.0,2
DL,CVG,530,1.0,252.0,6.14,0.0,3
DL,CVG,546,1.0,327.0,10.77,0.2,4
DL,CVG,589,1.0,258.0,10.28,0.0,5
DL,CVG,645,1.0,830.0,13.89,0.2,6
DL,CVG,672,1.0,589.0,31.14,6.8,7
DL,CVG,658,1.0,396.0,14.43,0.3,8
DL,CVG,600,1.0,351.0,8.97,0.3,9
DL,CVG,612,1.0,323.0,5.84,2.1,10
DL,CVG,563,1.0,473.0,6.04,0.0,11
DL,CVG,572,1.0,471.0,12.39,0.0,12
DL,DAB,108,1.0,1071.0,15.86,0.0,1
DL,DAB,115,1.0,459.0,7.36,0.0,2
DL,DAB,124,1.0,304.0,13.8,0.0,3
DL,DAB,119,1.0,228.0,6.39,0.0,4
DL,DAB,148,1.0,335.0,15.73,0.0,5
DL,DAB,125,2.0,311.0,10.05,0.0,6
DL,DAB,121,1.0,375.0,25.74,8.3,7
DL,DAB,120,1.0,555.0,15.83,0.0,8
DL,DAB,114,1.0,96.0,5.36,0.9,9
DL,DAB,117,2.0,126.0,2.41,6.8,10
DL,DAB,107,1.0,134.0,2.57,0.0,11
DL,DAB,124,1.0,318.0,12.6,0.0,12
DL,DAL,156,1.0,998.0,18.37,0.0,1
DL,DAL,149,1.0,120.0,5.71,0.0,2
DL,DAL,175,1.0,230.0,7.78,0.0,3
DL,DAL,172,1.0,455.0,16.51,0.0,4
DL,DAL,180,1.0,722.0,27.97,0.6,5
DL,DAL,189,1.0,664.0,13.49,0.0,6
DL,DAL,201,1.0,695.0,30.82,7.0,7
DL,DAL,168,1.0,603.0,13.71,0.0,8
DL,DAL,164,1.0,654.0,19.12,0.0,9
DL,DAL,175,1.0,445.0,6.87,0.0,10
DL,DAL,163,1.0,572.0,8.98,0.0,11
DL,DAL,158,1.0,654.0,23.72,0.0,12
DL,DAY,72,1.0,167.0,9.18,0.0,1
DL,DAY,58,10.0,172.0,5.45,0.0,2
DL,DAY,81,3.0,239.0,7.77,0.0,3
DL,DAY,83,12.0,85.0,2.6,0.0,4
DL,DAY,111,2.0,238.0,7.81,0.9,5
DL,DAY,101,2.0,334.0,9.25,1.0,6
DL,DAY,109,12.0,1025.0,28.17,9.2,7
DL,DAY,107,2.0,319.0,6.61,0.0,8
DL,DAY,106,1.0,60.0,2.55,0.0,9
DL,DAY,96,0.0,-2.0,0.0,0.0,10
DL,DAY,91,1.0,429.0,8.02,0.0,11
DL,DAY,60,1.0,256.0,12.98,0.0,12
DL,DCA,638,1.0,989.0,21.42,2.5,1
DL,DCA,613,1.0,420.0,8.12,0.0,2
DL,DCA,722,1.0,798.0,11.57,0.3,3
DL,DCA,732,1.0,401.0,10.53,0.1,4
DL,DCA,769,1.0,1013.0,17.35,0.1,5
DL,DCA,767,1.0,422.0,15.32,0.4,6
DL,DCA,798,1.0,966.0,30.26,8.8,7
DL,DCA,737,1.0,984.0,21.9,1.1,8
DL,DCA,711,1.0,690.0,9.93,0.0,9
DL,DCA,739,1.0,770.0,6.72,0.5,10
DL,DCA,722,1.0,891.0,6.99,0.1,11
DL,DCA,706,1.0,599.0,13.58,0.0,12
DL,DEN,941,1.0,778.0,12.59,0.0,1
DL,DEN,886,1.0,830.0,12.9,0.6,2
DL,DEN,1042,1.0,511.0,10.14,0.2,3
DL,DEN,1024,1.0,561.0,9.91,0.0,4
DL,DEN,1085,1.0,871.0,13.53,0.0,5
DL,DEN,1078,1.0,952.0,17.23,0.1,6
DL,DEN,1105,1.0,1037.0,24.68,7.7,7
DL,DEN,1061,1.0,904.0,14.79,1.3,8
DL,DEN,964,1.0,576.0,9.37,0.0,9
DL,DEN,986,1.0,856.0,8.51,0.0,10
DL,DEN,851,1.0,966.0,10.04,0.0,11
DL,DEN,934,1.0,612.0,12.51,0.0,12
DL,DFW,948,1.0,1077.0,25.21,0.9,1
DL,DFW,896,1.0,1144.0,8.17,0.3,2
DL,DFW,988,1.0,657.0,15.61,0.1,3
DL,DFW,978,1.0,1066.0,18.65,0.5,4
DL,DFW,1000,1.0,1130.0,39.26,0.3,5
DL,DFW,939,1.0,927.0,17.53,0.1,6
DL,DFW,1000,1.0,991.0,26.97,7.4,7
DL,DFW,1045,1.0,824.0,11.63,1.1,8
DL,DFW,958,1.0,335.0,7.53,0.0,9
DL,DFW,1039,1.0,413.0,5.59,0.2,10
DL,DFW,940,1.0,1218.0,17.73,0.2,11
DL,DFW,973,1.0,886.0,18.28,0.1,12
DL,DLH,29,2.0,142.0,12.28,0.0,6
DL,DLH,36,4.0,390.0,25.69,2.8,7
DL,DLH,32,1.0,139.0,8.63,0.0,8
DL,DLH,9,0.0,-6.0,0.0,0.0,9
DL,DSM,90,1.0,1197.0,46.1,2.2,1
DL,DSM,84,1.0,375.0,6.37,0.0,2
DL,DSM,87,1.0,631.0,20.62,0.0,3
DL,DSM,88,2.0,987.0,22.41,0.0,4
DL,DSM,90,2.0,336.0,17.3,1.1,5
DL,DSM,85,2.0,301.0,8.64,0.0,6
DL,DSM,108,1.0,904.0,29.8,8.3,7
DL,DSM,87,2.0,168.0,2.83,0.0,8
DL,DSM,101,2.0,574.0,9.87,0.0,9
DL,DSM,102,1.0,711.0,18.03,0.0,10
DL,DSM,95,1.0,86.0,2.56,0.0,11
DL,DSM,95,1.0,274.0,10.59,0.0,12
DL,DTW,4130,1.0,1148.0,27.06,1.6,1
DL,DTW,3771,1.0,632.0,5.89,0.1,2
DL,DTW,4635,1.0,900.0,12.88,0.0,3
DL,DTW,4654,1.0,620.0,11.6,0.1,4
DL,DTW,5331,1.0,666.0,15.31,0.0,5
DL,DTW,5250,1.0,788.0,16.23,0.2,6
DL,DTW,5421,1.0,1075.0,25.76,6.1,7
DL,DTW,5268,1.0,1003.0,17.38,0.9,8
DL,DTW,4656,1.0,856.0,7.03,0.2,9
DL,DTW,5012,1.0,656.0,6.99,0.7,10
DL,DTW,4469,1.0,553.0,7.82,0.0,11
DL,DTW,4637,1.0,695.0,16.39,0.1,12
DL,ECP,133,1.0,296.0,11.31,0.0,1
DL,ECP,153,1.0,260.0,4.65,0.0,2
DL,ECP,183,1.0,1009.0,14.83,0.0,3
DL,ECP,199,1.0,170.0,5.76,0.0,4
DL,ECP,212,1.0,232.0,14.15,0.9,5
DL,ECP,222,1.0,194.0,7.72,0.0,6
DL,ECP,223,1.0,1094.0,38.38,5.8,7
DL,ECP,226,1.0,179.0,7.94,0.0,8
DL,ECP,202,1.0,349.0,11.04,2.0,9
DL,ECP,200,1.0,49.0,2.85,0.0,10
DL,ECP,184,1.0,108.0,5.58,0.0,11
DL,ECP,186,1.0,344.0,14.69,0.0,12
DL,EGE,47,3.0,162.0,20.62,0.0,1
DL,EGE,44,1.0,71.0,3.84,0.0,2
DL,EGE,52,3.0,91.0,10.46,1.9,3
DL,EGE,7,170.0,170.0,24.29,0.0,4
DL,EGE,19,5.0,253.0,57.79,0.0,12
DL,ELP,50,1.0,148.0,9.46,0.0,1
DL,ELP,52,10.0,1139.0,30.87,0.0,2
DL,ELP,62,1.0,229.0,6.1,0.0,3
DL,ELP,60,1.0,272.0,10.55,0.0,4
DL,ELP,60,2.0,196.0,15.6,1.7,5
DL,ELP,60,1.0,397.0,10.58,0.0,6
DL,ELP,61,1.0,314.0,24.43,4.9,7
DL,ELP,61,1.0,21.0,1.36,0.0,8
DL,ELP,56,1.0,29.0,2.61,0.0,9
DL,ELP,62,1.0,492.0,11.15,0.0,10
DL,ELP,60,2.0,84.0,4.12,0.0,11
DL,ELP,62,1.0,64.0,5.56,0.0,12
DL,EVV,19,1.0,956.0,55.05,5.3,5
DL,EVV,3,5.0,5.0,1.67,0.0,6
DL,EWR,474,1.0,1066.0,25.07,0.4,1
DL,EWR,436,1.0,804.0,11.84,0.0,2
DL,EWR,488,1.0,745.0,15.39,0.2,3
DL,EWR,510,1.0,881.0,17.49,0.4,4
DL,EWR,555,1.0,419.0,14.38,0.2,5
DL,EWR,560,1.0,996.0,35.21,0.2,6
